uid,community_schooltype,county,api,variable_name,percentage
635,Urban_H,Dan Wilkinson,708.4705513,fullqual,99.38130304
636,Suburban_E,Andy Katzenmoyer,816.2775209,meals,24.6553649
636,Suburban_E,Andy Katzenmoyer,816.2775209,colgrad,30.64457443
636,Suburban_E,Andy Katzenmoyer,816.2775209,fullqual,91.50303162
637,Suburban_E,Lecharles Bentley,548.8273874,meals,74.13545293
637,Suburban_E,Lecharles Bentley,548.8273874,colgrad,8.153497346
637,Suburban_E,Lecharles Bentley,548.8273874,fullqual,99.3802597
638,Suburban_H,Malik Hooker,396.4296644,meals,95.91417578
638,Suburban_H,Malik Hooker,396.4296644,colgrad,16.98735737
638,Suburban_H,Malik Hooker,396.4296644,fullqual,54.61624568
639,Urban_E,Kurt Schumacher,533.6559329,meals,88.47274794
639,Urban_E,Kurt Schumacher,533.6559329,colgrad,14.6996736
639,Urban_E,Kurt Schumacher,533.6559329,fullqual,88.09184377
640,Suburban_E,Tom Tupa,772.5679312,meals,8.176272223
640,Suburban_E,Tom Tupa,772.5679312,colgrad,22.51507219
640,Suburban_E,Tom Tupa,772.5679312,fullqual,97.092995
641,Suburban_E,Taylor Decker,668.0043763,meals,36.06728357
641,Suburban_E,Taylor Decker,668.0043763,colgrad,19.32822974
641,Suburban_E,Taylor Decker,668.0043763,fullqual,86.01442552
642,Suburban_E,Andy Katzenmoyer,835.0662528,meals,20.00454306
642,Suburban_E,Andy Katzenmoyer,835.0662528,colgrad,27.82612884
642,Suburban_E,Andy Katzenmoyer,835.0662528,fullqual,96.22477728
643,Suburban_E,Charles Harley,619.5289942,meals,75.75333319
643,Suburban_E,Charles Harley,619.5289942,colgrad,3.977053073
643,Suburban_E,Charles Harley,619.5289942,fullqual,85.31464687
644,Suburban_E,Ted Smith,776.5777387,meals,19.72895875
644,Suburban_E,Ted Smith,776.5777387,colgrad,35.07930635
644,Suburban_E,Ted Smith,776.5777387,fullqual,96.4187299
645,Urban_E,James Laurinaitis,877.6790713,meals,5.469609192
645,Urban_E,James Laurinaitis,877.6790713,colgrad,45.26993888
645,Urban_E,James Laurinaitis,877.6790713,fullqual,93.28273644
646,Suburban_E,Mike Doss,398.4812501,meals,95.12458288
646,Suburban_E,Mike Doss,398.4812501,colgrad,3.956194914
646,Suburban_E,Mike Doss,398.4812501,fullqual,55.83956101
647,Urban_E,Chris Spielman,693.8130337,meals,58.05769104
647,Urban_E,Chris Spielman,693.8130337,colgrad,18.22437555
647,Urban_E,Chris Spielman,693.8130337,fullqual,90.33521347
648,Urban_E,James Laurinaitis,708.6041717,meals,49.43768347
648,Urban_E,James Laurinaitis,708.6041717,colgrad,17.76339679
648,Urban_E,James Laurinaitis,708.6041717,fullqual,86.87191287
649,Urban_E,Lecharles Bentley,667.4695485,meals,22.05617011
649,Urban_E,Lecharles Bentley,667.4695485,colgrad,22.82487959
649,Urban_E,Lecharles Bentley,667.4695485,fullqual,81.75943816
650,Suburban_M,A.J. Hawk,728.8841439,meals,34.44478747
650,Suburban_M,A.J. Hawk,728.8841439,colgrad,21.17779991
650,Suburban_M,A.J. Hawk,728.8841439,fullqual,73.97994909
651,Suburban_H,Jack Tatum,543.8387587,meals,77.68818084
651,Suburban_H,Jack Tatum,543.8387587,colgrad,13.47583696
651,Suburban_H,Jack Tatum,543.8387587,fullqual,66.33128006
652,Urban_M,Mike Doss,655.2588235,meals,35.89142724
652,Urban_M,Mike Doss,655.2588235,colgrad,29.73487714
652,Urban_M,Mike Doss,655.2588235,fullqual,95.52098244
653,Rural_E,Iolas Huffman,547.03167,meals,93.44001836
653,Rural_E,Iolas Huffman,547.03167,colgrad,5.590610106
653,Rural_E,Iolas Huffman,547.03167,fullqual,85.33721272
654,Suburban_E,Wes Fesler,612.1359852,meals,75.24496247
654,Suburban_E,Wes Fesler,612.1359852,colgrad,11.39308566
654,Suburban_E,Wes Fesler,612.1359852,fullqual,98.39388005
655,Urban_M,Shawn Springs,760.1099479,meals,31.54347921
655,Urban_M,Shawn Springs,760.1099479,colgrad,32.04979365
655,Urban_M,Shawn Springs,760.1099479,fullqual,94.70192223
656,Urban_E,Malcolm Jenkins,833.985054,meals,22.15381034
656,Urban_E,Malcolm Jenkins,833.985054,colgrad,16.51950515
656,Urban_E,Malcolm Jenkins,833.985054,fullqual,96.54390565
657,Suburban_H,Bob Ferguson,647.2513791,meals,56.87755526
657,Suburban_H,Bob Ferguson,647.2513791,colgrad,11.66015858
657,Suburban_H,Bob Ferguson,647.2513791,fullqual,82.30866582
658,Urban_E,Iolas Huffman,689.8076042,meals,54.68101266
658,Urban_E,Iolas Huffman,689.8076042,colgrad,25.81618833
658,Urban_E,Iolas Huffman,689.8076042,fullqual,94.32753513
659,Rural_E,Charles Harley,706.211686,meals,59.33930532
659,Rural_E,Charles Harley,706.211686,colgrad,21.56119729
659,Rural_E,Charles Harley,706.211686,fullqual,95.75773227
660,Urban_E,Gomer Jones,650.6974351,meals,55.22687568
660,Urban_E,Gomer Jones,650.6974351,colgrad,9.727777211
660,Urban_E,Gomer Jones,650.6974351,fullqual,87.55559945
661,Suburban_E,James Laurinaitis,775.7273823,meals,32.85456419
661,Suburban_E,James Laurinaitis,775.7273823,colgrad,12.22748925
661,Suburban_E,James Laurinaitis,775.7273823,fullqual,99.54389989
662,Urban_E,Cris Carter,614.9643316,meals,66.95480307
662,Urban_E,Cris Carter,614.9643316,colgrad,6.182561488
662,Urban_E,Cris Carter,614.9643316,fullqual,82.52312566
663,Urban_E,Mike Nugent,547.7007174,meals,82.62196498
663,Urban_E,Mike Nugent,547.7007174,colgrad,7.561899601
663,Urban_E,Mike Nugent,547.7007174,fullqual,76.57504538
664,Suburban_E,Iolas Huffman,578.5393672,meals,89.09512009
664,Suburban_E,Iolas Huffman,578.5393672,colgrad,12.54771936
664,Suburban_E,Iolas Huffman,578.5393672,fullqual,91.05559849
665,Urban_E,Iolas Huffman,780.7717957,meals,23.79952446
665,Urban_E,Iolas Huffman,780.7717957,colgrad,19.91986263
665,Urban_E,Iolas Huffman,780.7717957,fullqual,99.50563175
666,Suburban_E,Tom Cousineau,897.3044892,meals,16.4396628
666,Suburban_E,Tom Cousineau,897.3044892,colgrad,45.70145233
666,Suburban_E,Tom Cousineau,897.3044892,fullqual,98.56331248
667,Rural_E,Chris Spielman,666.5911995,meals,70.04694287
667,Rural_E,Chris Spielman,666.5911995,colgrad,12.55833711
667,Rural_E,Chris Spielman,666.5911995,fullqual,96.78380759
668,Suburban_E,Howard Cassady,863.8067279,meals,1.542841084
668,Suburban_E,Howard Cassady,863.8067279,colgrad,31.3952198
668,Suburban_E,Howard Cassady,863.8067279,fullqual,99.34685395
669,Suburban_H,Jack Dugger,711.508922,meals,12.43341139
669,Suburban_H,Jack Dugger,711.508922,colgrad,28.5511858
669,Suburban_H,Jack Dugger,711.508922,fullqual,98.15665658
670,Urban_E,Warren Amling,603.0156173,meals,88.07996849
670,Urban_E,Warren Amling,603.0156173,colgrad,7.075937016
670,Urban_E,Warren Amling,603.0156173,fullqual,93.94608517
671,Suburban_E,Korey Stringer,645.4073841,meals,64.88083035
671,Suburban_E,Korey Stringer,645.4073841,colgrad,12.38223414
671,Suburban_E,Korey Stringer,645.4073841,fullqual,86.71339268
672,Suburban_E,Korey Stringer,547.6834019,meals,80.18312179
672,Suburban_E,Korey Stringer,547.6834019,colgrad,10.27688642
672,Suburban_E,Korey Stringer,547.6834019,fullqual,60.98170633
673,Suburban_E,Ted Smith,479.562522,meals,99.42125885
673,Suburban_E,Ted Smith,479.562522,colgrad,0.86128458
673,Suburban_E,Ted Smith,479.562522,fullqual,73.27439378
674,Suburban_E,Bob Ferguson,881.6117779,meals,10.16802134
674,Suburban_E,Bob Ferguson,881.6117779,colgrad,38.39702419
674,Suburban_E,Bob Ferguson,881.6117779,fullqual,98.11872457
675,Suburban_E,Korey Stringer,576.2704735,meals,89.42898537
675,Suburban_E,Korey Stringer,576.2704735,colgrad,0.704459336
675,Suburban_E,Korey Stringer,576.2704735,fullqual,92.94752552
676,Suburban_E,Les Horvath,672.3141263,meals,57.10817834
676,Suburban_E,Les Horvath,672.3141263,colgrad,13.90245549
676,Suburban_E,Les Horvath,672.3141263,fullqual,83.533347
677,Urban_E,James Laurinaitis,763.4705639,meals,41.93004142
677,Urban_E,James Laurinaitis,763.4705639,colgrad,23.65733573
677,Urban_E,James Laurinaitis,763.4705639,fullqual,99.91373858
678,Suburban_E,Chris Spielman,660.0625554,meals,79.49767213
678,Suburban_E,Chris Spielman,660.0625554,colgrad,35.50708371
678,Suburban_E,Chris Spielman,660.0625554,fullqual,91.46305333
679,Suburban_E,Cris Carter,553.3851029,meals,89.45080044
679,Suburban_E,Cris Carter,553.3851029,colgrad,32.96825217
679,Suburban_E,Cris Carter,553.3851029,fullqual,69.22124421
680,Suburban_E,Iolas Huffman,798.7149629,meals,17.38101542
680,Suburban_E,Iolas Huffman,798.7149629,colgrad,18.39080837
680,Suburban_E,Iolas Huffman,798.7149629,fullqual,99.54028756
681,Suburban_E,Malcolm Jenkins,827.9480313,meals,24.6270926
681,Suburban_E,Malcolm Jenkins,827.9480313,colgrad,19.03570911
681,Suburban_E,Malcolm Jenkins,827.9480313,fullqual,96.30832102
682,Suburban_M,Archie Griffin,592.2872826,meals,68.07321145
682,Suburban_M,Archie Griffin,592.2872826,colgrad,9.753599951
682,Suburban_M,Archie Griffin,592.2872826,fullqual,91.9499736
683,Urban_E,Vic Janowicz,939.2395111,meals,3.857094445
683,Urban_E,Vic Janowicz,939.2395111,colgrad,52.23440886
683,Urban_E,Vic Janowicz,939.2395111,fullqual,98.49191206
684,Suburban_H,Korey Stringer,633.2262046,meals,56.9142251
684,Suburban_H,Korey Stringer,633.2262046,colgrad,16.06898391
684,Suburban_H,Korey Stringer,633.2262046,fullqual,85.94940553
685,Suburban_E,Tom Cousineau,909.8119913,meals,10.18233416
685,Suburban_E,Tom Cousineau,909.8119913,colgrad,50.8539802
685,Suburban_E,Tom Cousineau,909.8119913,fullqual,95.760954
686,Urban_E,A.J. Hawk,729.6645147,meals,48.76898511
686,Urban_E,A.J. Hawk,729.6645147,colgrad,14.08863773
686,Urban_E,A.J. Hawk,729.6645147,fullqual,89.54817261
687,Suburban_E,Archie Griffin,787.0827644,meals,13.08158347
687,Suburban_E,Archie Griffin,787.0827644,colgrad,21.29972813
687,Suburban_E,Archie Griffin,787.0827644,fullqual,99.83159614
688,Urban_E,James Laurinaitis,838.1894357,meals,13.91693091
688,Urban_E,James Laurinaitis,838.1894357,colgrad,22.80558314
688,Urban_E,James Laurinaitis,838.1894357,fullqual,98.01454199
689,Suburban_M,Matt Wilhelm,463.4444065,meals,97.00398196
689,Suburban_M,Matt Wilhelm,463.4444065,colgrad,4.885936968
689,Suburban_M,Matt Wilhelm,463.4444065,fullqual,42.97606197
690,Suburban_H,Chris Spielman,434.3267043,meals,93.85552909
690,Suburban_H,Chris Spielman,434.3267043,colgrad,3.045879698
690,Suburban_H,Chris Spielman,434.3267043,fullqual,37.4945772
691,Suburban_E,Jim Otis,701.5648558,meals,44.05834307
691,Suburban_E,Jim Otis,701.5648558,colgrad,17.63056683
691,Suburban_E,Jim Otis,701.5648558,fullqual,76.49602735
692,Suburban_E,Andy Katzenmoyer,697.9772607,meals,68.79935865
692,Suburban_E,Andy Katzenmoyer,697.9772607,colgrad,30.37811461
692,Suburban_E,Andy Katzenmoyer,697.9772607,fullqual,92.0209035
693,Suburban_E,Malcolm Jenkins,852.6504464,meals,13.80637826
693,Suburban_E,Malcolm Jenkins,852.6504464,colgrad,10.77809462
693,Suburban_E,Malcolm Jenkins,852.6504464,fullqual,99.49459661
694,Suburban_E,Cris Carter,670.7129169,meals,55.36537592
694,Suburban_E,Cris Carter,670.7129169,colgrad,4.008117664
694,Suburban_E,Cris Carter,670.7129169,fullqual,98.07626645
695,Suburban_M,Tim Fox,625.4500072,meals,83.93004334
695,Suburban_M,Tim Fox,625.4500072,colgrad,8.931595909
695,Suburban_M,Tim Fox,625.4500072,fullqual,97.80534105
696,Suburban_E,Bob Ferguson,744.0905217,meals,53.56043736
696,Suburban_E,Bob Ferguson,744.0905217,colgrad,25.11881907
696,Suburban_E,Bob Ferguson,744.0905217,fullqual,97.93625052
697,Suburban_H,John Hicks,545.9441398,meals,71.66872013
697,Suburban_H,John Hicks,545.9441398,colgrad,9.289150386
697,Suburban_H,John Hicks,545.9441398,fullqual,88.8660287
698,Suburban_E,Denzel Ward,750.7064499,meals,55.21193896
698,Suburban_E,Denzel Ward,750.7064499,colgrad,41.53845746
698,Suburban_E,Denzel Ward,750.7064499,fullqual,96.25439681
699,Urban_E,Howard Cassady,527.9860026,meals,98.50588941
699,Urban_E,Howard Cassady,527.9860026,colgrad,2.448641258
699,Urban_E,Howard Cassady,527.9860026,fullqual,77.72033253
700,Urban_H,Vic Janowicz,718.1056139,meals,42.22141509
700,Urban_H,Vic Janowicz,718.1056139,colgrad,17.2360676
700,Urban_H,Vic Janowicz,718.1056139,fullqual,82.79382607
701,Urban_E,Wes Fesler,800.1883317,meals,15.74465439
701,Urban_E,Wes Fesler,800.1883317,colgrad,33.26393757
701,Urban_E,Wes Fesler,800.1883317,fullqual,98.1885245
702,Suburban_E,Jim Lachey,605.4326137,meals,62.25730837
702,Suburban_E,Jim Lachey,605.4326137,colgrad,6.590081214
702,Suburban_E,Jim Lachey,605.4326137,fullqual,91.56699065
703,Suburban_E,Ted Smith,563.5788896,meals,74.4800109
703,Suburban_E,Ted Smith,563.5788896,colgrad,6.651566062
703,Suburban_E,Ted Smith,563.5788896,fullqual,80.64798212
704,Rural_E,Terry Glenn,519.0038703,meals,93.10194906
704,Rural_E,Terry Glenn,519.0038703,colgrad,16.17748025
704,Rural_E,Terry Glenn,519.0038703,fullqual,95.90500165
705,Urban_E,Joey Bosa,785.023627,meals,7.465349836
705,Urban_E,Joey Bosa,785.023627,colgrad,27.46322611
705,Urban_E,Joey Bosa,785.023627,fullqual,99.93446386
706,Urban_E,Chase Young,664.319057,meals,20.45186036
706,Urban_E,Chase Young,664.319057,colgrad,42.3421056
706,Urban_E,Chase Young,664.319057,fullqual,49.92549323
707,Suburban_E,Jim Lachey,583.4745401,meals,69.38268095
707,Suburban_E,Jim Lachey,583.4745401,colgrad,13.55065661
707,Suburban_E,Jim Lachey,583.4745401,fullqual,86.20781637
708,Urban_E,Charles Harley,865.1794412,meals,10.12332703
708,Urban_E,Charles Harley,865.1794412,colgrad,35.42377538
708,Urban_E,Charles Harley,865.1794412,fullqual,99.35380641
709,Suburban_M,Marcus Marek,574.7027628,meals,60.05395579
709,Suburban_M,Marcus Marek,574.7027628,colgrad,15.7352194
709,Suburban_M,Marcus Marek,574.7027628,fullqual,99.50815225
710,Suburban_E,Tom Cousineau,696.4089624,meals,73.13678113
710,Suburban_E,Tom Cousineau,696.4089624,colgrad,8.484700219
710,Suburban_E,Tom Cousineau,696.4089624,fullqual,98.58882205
711,Urban_E,Esco Sarkkinen,585.6118146,meals,85.9836733
711,Urban_E,Esco Sarkkinen,585.6118146,colgrad,7.869877219
711,Urban_E,Esco Sarkkinen,585.6118146,fullqual,84.46170833
712,Urban_E,Chris Ward,832.4282357,meals,1.937923185
712,Urban_E,Chris Ward,832.4282357,colgrad,63.13514681
712,Urban_E,Chris Ward,832.4282357,fullqual,99.85621596
713,Rural_E,Matt Wilhelm,627.7277614,meals,76.43714237
713,Rural_E,Matt Wilhelm,627.7277614,colgrad,6.272506841
713,Rural_E,Matt Wilhelm,627.7277614,fullqual,85.03520099
714,Urban_E,Bob Brudzinski,845.8563329,meals,24.91529279
714,Urban_E,Bob Brudzinski,845.8563329,colgrad,46.40290297
714,Urban_E,Bob Brudzinski,845.8563329,fullqual,97.59690847
715,Suburban_E,Joey Bosa,769.8077027,meals,19.05434991
715,Suburban_E,Joey Bosa,769.8077027,colgrad,43.03360341
715,Suburban_E,Joey Bosa,769.8077027,fullqual,99.97791069
716,Suburban_H,Dan Wilkinson,673.1343826,meals,60.42738771
716,Suburban_H,Dan Wilkinson,673.1343826,colgrad,26.92830853
716,Suburban_H,Dan Wilkinson,673.1343826,fullqual,99.48224423
717,Rural_E,Keith Byars,665.8406206,meals,37.32712911
717,Rural_E,Keith Byars,665.8406206,colgrad,23.88017231
717,Rural_E,Keith Byars,665.8406206,fullqual,76.68169656
718,Suburban_E,Bob Brudzinski,819.7370945,meals,33.29911628
718,Suburban_E,Bob Brudzinski,819.7370945,colgrad,42.72958385
718,Suburban_E,Bob Brudzinski,819.7370945,fullqual,97.70395137
719,Rural_E,Chris Spielman,868.500518,meals,9.434330813
719,Rural_E,Chris Spielman,868.500518,colgrad,36.82466418
719,Rural_E,Chris Spielman,868.500518,fullqual,99.86713176
720,Urban_E,Wes Fesler,583.7647293,meals,64.5890042
720,Urban_E,Wes Fesler,583.7647293,colgrad,21.56878538
720,Urban_E,Wes Fesler,583.7647293,fullqual,63.90363176
721,Rural_E,Orlando Pace,798.9519332,meals,18.23642708
721,Rural_E,Orlando Pace,798.9519332,colgrad,65.22237049
721,Rural_E,Orlando Pace,798.9519332,fullqual,99.64561595
722,Suburban_E,Charles Harley,721.9974917,meals,48.72714849
722,Suburban_E,Charles Harley,721.9974917,colgrad,26.45250932
722,Suburban_E,Charles Harley,721.9974917,fullqual,85.81203791
723,Urban_E,Cris Carter,550.4366132,meals,72.79337796
723,Urban_E,Cris Carter,550.4366132,colgrad,9.912100988
723,Urban_E,Cris Carter,550.4366132,fullqual,58.70017187
724,Suburban_E,Charles Harley,860.7866988,meals,14.27683302
724,Suburban_E,Charles Harley,860.7866988,colgrad,39.11906807
724,Suburban_E,Charles Harley,860.7866988,fullqual,99.83176871
725,Urban_E,Ed Hess,575.8069245,meals,68.24555204
725,Urban_E,Ed Hess,575.8069245,colgrad,10.24569284
725,Urban_E,Ed Hess,575.8069245,fullqual,75.40586333
726,Rural_H,Jim Lachey,569.278502,meals,54.80690256
726,Rural_H,Jim Lachey,569.278502,colgrad,7.68057261
726,Rural_H,Jim Lachey,569.278502,fullqual,81.32892974
727,Urban_E,Iolas Huffman,532.1582355,meals,82.84979363
727,Urban_E,Iolas Huffman,532.1582355,colgrad,17.6382029
727,Urban_E,Iolas Huffman,532.1582355,fullqual,58.19375489
728,Suburban_M,Dave Foley,759.6147076,meals,45.35372346
728,Suburban_M,Dave Foley,759.6147076,colgrad,14.11833721
728,Suburban_M,Dave Foley,759.6147076,fullqual,99.38655742
729,Suburban_M,Orlando Pace,465.5302234,meals,84.81939442
729,Suburban_M,Orlando Pace,465.5302234,colgrad,2.982861901
729,Suburban_M,Orlando Pace,465.5302234,fullqual,68.76853741
730,Suburban_E,Steve Myers,774.2245933,meals,2.243138244
730,Suburban_E,Steve Myers,774.2245933,colgrad,60.06163253
730,Suburban_E,Steve Myers,774.2245933,fullqual,77.15522402
731,Suburban_M,Bob White,581.9328648,meals,94.86415293
731,Suburban_M,Bob White,581.9328648,colgrad,4.546956511
731,Suburban_M,Bob White,581.9328648,fullqual,84.97386027
732,Rural_M,Tom Tupa,470.6069149,meals,98.65033498
732,Rural_M,Tom Tupa,470.6069149,colgrad,9.273655362
732,Rural_M,Tom Tupa,470.6069149,fullqual,87.24677228
733,Urban_E,Charles Harley,561.5650695,meals,90.60577762
733,Urban_E,Charles Harley,561.5650695,colgrad,7.814975329
733,Urban_E,Charles Harley,561.5650695,fullqual,72.110945
734,Suburban_E,Ed Hess,677.2842773,meals,48.13957331
734,Suburban_E,Ed Hess,677.2842773,colgrad,10.35586197
734,Suburban_E,Ed Hess,677.2842773,fullqual,98.65556098
735,Suburban_E,Chris Spielman,901.3379792,meals,3.602905036
735,Suburban_E,Chris Spielman,901.3379792,colgrad,55.69575535
735,Suburban_E,Chris Spielman,901.3379792,fullqual,98.87400063
736,Rural_M,Orlando Pace,569.2697964,meals,71.86215767
736,Rural_M,Orlando Pace,569.2697964,colgrad,13.27606571
736,Rural_M,Orlando Pace,569.2697964,fullqual,97.37252862
737,Suburban_E,Warren Amling,698.2268844,meals,41.18597012
737,Suburban_E,Warren Amling,698.2268844,colgrad,16.90761688
737,Suburban_E,Warren Amling,698.2268844,fullqual,70.70963935
738,Urban_E,Dave Foley,789.8460882,meals,39.39688436
738,Urban_E,Dave Foley,789.8460882,colgrad,24.77847531
738,Urban_E,Dave Foley,789.8460882,fullqual,92.18761175
739,Rural_E,Chris Ward,562.1023348,meals,52.78117999
739,Rural_E,Chris Ward,562.1023348,colgrad,9.203258295
739,Rural_E,Chris Ward,562.1023348,fullqual,66.49256242
740,Suburban_E,Ed Hess,497.7648066,meals,95.97419822
740,Suburban_E,Ed Hess,497.7648066,colgrad,14.3965561
740,Suburban_E,Ed Hess,497.7648066,fullqual,69.21634039
741,Suburban_E,Dave Foley,526.0051164,meals,97.49564563
741,Suburban_E,Dave Foley,526.0051164,colgrad,5.993676156
741,Suburban_E,Dave Foley,526.0051164,fullqual,49.69038782
742,Suburban_E,Randy Gradishar,860.8268497,meals,2.721542073
742,Suburban_E,Randy Gradishar,860.8268497,colgrad,10.77306076
742,Suburban_E,Randy Gradishar,860.8268497,fullqual,95.36372558
743,Rural_E,Will Allen,887.7274892,meals,7.765052468
743,Rural_E,Will Allen,887.7274892,colgrad,55.47493534
743,Rural_E,Will Allen,887.7274892,fullqual,93.02208651
744,Urban_E,Malik Hooker,664.9151714,meals,36.07496636
744,Urban_E,Malik Hooker,664.9151714,colgrad,26.03509683
744,Urban_E,Malik Hooker,664.9151714,fullqual,83.36345763
745,Suburban_E,Malcolm Jenkins,547.2152921,meals,96.44298903
745,Suburban_E,Malcolm Jenkins,547.2152921,colgrad,5.786529153
745,Suburban_E,Malcolm Jenkins,547.2152921,fullqual,61.79215564
746,Urban_H,Dan Wilkinson,691.2190546,meals,46.64166581
746,Urban_H,Dan Wilkinson,691.2190546,colgrad,14.37923934
746,Urban_H,Dan Wilkinson,691.2190546,fullqual,97.57112064
747,Suburban_M,Joey Bosa,586.0672654,meals,66.48933664
747,Suburban_M,Joey Bosa,586.0672654,colgrad,18.48760326
747,Suburban_M,Joey Bosa,586.0672654,fullqual,93.53843738
748,Suburban_E,Wyatt Davis,658.4400456,meals,77.53656195
748,Suburban_E,Wyatt Davis,658.4400456,colgrad,28.14635905
748,Suburban_E,Wyatt Davis,658.4400456,fullqual,98.77457987
749,Suburban_M,Troy Smith,780.385343,meals,7.304298179
749,Suburban_M,Troy Smith,780.385343,colgrad,47.07790094
749,Suburban_M,Troy Smith,780.385343,fullqual,97.81771555
750,Urban_E,Mike Nugent,680.0104828,meals,41.30566644
750,Urban_E,Mike Nugent,680.0104828,colgrad,20.98155963
750,Urban_E,Mike Nugent,680.0104828,fullqual,77.26213076
751,Suburban_E,James Laurinaitis,595.8813065,meals,82.20919452
751,Suburban_E,James Laurinaitis,595.8813065,colgrad,11.54147146
751,Suburban_E,James Laurinaitis,595.8813065,fullqual,77.0931167
752,Suburban_E,Les Horvath,700.6146906,meals,52.51375702
752,Suburban_E,Les Horvath,700.6146906,colgrad,18.02677091
752,Suburban_E,Les Horvath,700.6146906,fullqual,88.92424974
753,Urban_E,Ed Hess,599.6667832,meals,72.09276143
753,Urban_E,Ed Hess,599.6667832,colgrad,23.86350855
753,Urban_E,Ed Hess,599.6667832,fullqual,82.936452
754,Suburban_E,Cris Carter,831.8713326,meals,6.463376177
754,Suburban_E,Cris Carter,831.8713326,colgrad,35.40112284
754,Suburban_E,Cris Carter,831.8713326,fullqual,94.72846585
755,Rural_M,Esco Sarkkinen,573.3489147,meals,80.77552344
755,Rural_M,Esco Sarkkinen,573.3489147,colgrad,2.419775036
755,Rural_M,Esco Sarkkinen,573.3489147,fullqual,81.12525252
756,Urban_E,Malcolm Jenkins,835.6061997,meals,34.08567912
756,Urban_E,Malcolm Jenkins,835.6061997,colgrad,48.02869265
756,Urban_E,Malcolm Jenkins,835.6061997,fullqual,95.68552952
757,Suburban_M,Shawn Springs,712.5338213,meals,34.15897887
757,Suburban_M,Shawn Springs,712.5338213,colgrad,30.70666445
757,Suburban_M,Shawn Springs,712.5338213,fullqual,75.62897312
758,Suburban_E,Jim Parker,705.3470247,meals,36.38406275
758,Suburban_E,Jim Parker,705.3470247,colgrad,10.53314089
758,Suburban_E,Jim Parker,705.3470247,fullqual,95.84320865
759,Urban_E,Chris Ward,682.4536003,meals,30.87488462
759,Urban_E,Chris Ward,682.4536003,colgrad,20.51666303
759,Urban_E,Chris Ward,682.4536003,fullqual,90.17240054
760,Urban_E,Malik Hooker,583.9956941,meals,57.58001846
760,Urban_E,Malik Hooker,583.9956941,colgrad,13.21953196
760,Urban_E,Malik Hooker,583.9956941,fullqual,81.09454981
761,Suburban_E,Bob Ferguson,590.9276921,meals,82.56308245
761,Suburban_E,Bob Ferguson,590.9276921,colgrad,14.17705358
761,Suburban_E,Bob Ferguson,590.9276921,fullqual,66.38873304
762,Suburban_E,Vic Janowicz,584.3295056,meals,88.14729229
762,Suburban_E,Vic Janowicz,584.3295056,colgrad,6.28061748
762,Suburban_E,Vic Janowicz,584.3295056,fullqual,65.60938857
763,Urban_M,Joey Bosa,822.9228552,meals,0.282143406
763,Urban_M,Joey Bosa,822.9228552,colgrad,69.80551913
763,Urban_M,Joey Bosa,822.9228552,fullqual,93.50255953
764,Urban_E,Jeffrey Okudah,876.9713883,meals,3.10839205
764,Urban_E,Jeffrey Okudah,876.9713883,colgrad,50.13949442
764,Urban_E,Jeffrey Okudah,876.9713883,fullqual,88.61548455
765,Rural_M,Rob Murphy,598.9430967,meals,64.84771117
765,Rural_M,Rob Murphy,598.9430967,colgrad,12.45954314
765,Rural_M,Rob Murphy,598.9430967,fullqual,95.85228535
766,Rural_E,Jeffrey Okudah,521.0662251,meals,90.72212151
766,Rural_E,Jeffrey Okudah,521.0662251,colgrad,1.582093072
766,Rural_E,Jeffrey Okudah,521.0662251,fullqual,55.28322004
767,Urban_E,Korey Stringer,697.3807727,meals,52.94260338
767,Urban_E,Korey Stringer,697.3807727,colgrad,29.42834489
767,Urban_E,Korey Stringer,697.3807727,fullqual,86.5649062
768,Urban_E,James Laurinaitis,870.7958253,meals,12.41752084
768,Urban_E,James Laurinaitis,870.7958253,colgrad,48.43635349
768,Urban_E,James Laurinaitis,870.7958253,fullqual,94.91607958
769,Urban_E,Malik Hooker,714.9724598,meals,25.70297297
769,Urban_E,Malik Hooker,714.9724598,colgrad,38.24747887
769,Urban_E,Malik Hooker,714.9724598,fullqual,89.14992225
770,Suburban_E,Randy Gradishar,615.2250921,meals,87.79957222
770,Suburban_E,Randy Gradishar,615.2250921,colgrad,8.952267777
770,Suburban_E,Randy Gradishar,615.2250921,fullqual,87.91299043
771,Suburban_E,Gomer Jones,632.0147987,meals,68.51687967
771,Suburban_E,Gomer Jones,632.0147987,colgrad,9.599450528
771,Suburban_E,Gomer Jones,632.0147987,fullqual,96.26165185
772,Rural_M,Jim Lachey,674.2812508,meals,33.93583463
772,Rural_M,Jim Lachey,674.2812508,colgrad,16.4397444
772,Rural_M,Jim Lachey,674.2812508,fullqual,89.70294237
773,Suburban_E,A.J. Hawk,869.4724935,meals,12.8505779
773,Suburban_E,A.J. Hawk,869.4724935,colgrad,35.44040711
773,Suburban_E,A.J. Hawk,869.4724935,fullqual,99.94263001
774,Urban_E,Esco Sarkkinen,667.159171,meals,54.06155363
774,Urban_E,Esco Sarkkinen,667.159171,colgrad,1.93523924
774,Urban_E,Esco Sarkkinen,667.159171,fullqual,84.67174662
775,Rural_M,Orlando Pace,453.476766,meals,87.86680149
775,Rural_M,Orlando Pace,453.476766,colgrad,8.162545189
775,Rural_M,Orlando Pace,453.476766,fullqual,64.47359134
776,Suburban_E,Howard Cassady,622.0005973,meals,67.41230502
